id,Original_instruction,Sequence_of_previous_action,Admissiable_action,Logits_from_LLM,optimal_action
103,i am looking for a 32gb 1tb ssd pcle nvme m.2 size intel core minis,"['reset', 'search[32gb 1tb ssd pcle nvme m.2 size intel core mini]', 'click[B09H3ND94G]']","['click[B09H3ND94G]', 'click[B09H3ND94G]', 'click[B09H3ND94G]', 'click[B09H3ND94G]', 'click[B09H3ND94G]', 'click[B09H3ND94G]', 'click[B09H3ND94G]', 'click[B09H3ND94G]', 'click[B09H3ND94G]', 'click[B09H3ND94G]']","[[-0.011875291354954243, -0.0085640549659729, -5.280832192511298e-05, -0.0005117537220939994, -0.0006827168981544673, -3.302042750874534e-05, -0.00010132275929208845, -5.2569914259947836e-05, -3.981510963058099e-05, -0.00036066226311959326, -0.012663193978369236], [-0.011875291354954243, -0.0085640549659729, -5.280832192511298e-05, -0.0005117537220939994, -0.0006827168981544673, -3.302042750874534e-05, -0.00010132275929208845, -5.2569914259947836e-05, -3.981510963058099e-05, -0.00036066226311959326, -0.012663193978369236], [-0.011875291354954243, -0.0085640549659729, -5.280832192511298e-05, -0.0005117537220939994, -0.0006827168981544673, -3.302042750874534e-05, -0.00010132275929208845, -5.2569914259947836e-05, -3.981510963058099e-05, -0.00036066226311959326, -0.012663193978369236], [-0.011875291354954243, -0.0085640549659729, -5.280832192511298e-05, -0.0005117537220939994, -0.0006827168981544673, -3.302042750874534e-05, -0.00010132275929208845, -5.2569914259947836e-05, -3.981510963058099e-05, -0.00036066226311959326, -0.012663193978369236], [-0.011875291354954243, -0.0085640549659729, -5.280832192511298e-05, -0.0005117537220939994, -0.0006827168981544673, -3.302042750874534e-05, -0.00010132275929208845, -5.2569914259947836e-05, -3.981510963058099e-05, -0.00036066226311959326, -0.012663193978369236], [-0.011875291354954243, -0.0085640549659729, -5.280832192511298e-05, -0.0005117537220939994, -0.0006827168981544673, -3.302042750874534e-05, -0.00010132275929208845, -5.2569914259947836e-05, -3.981510963058099e-05, -0.00036066226311959326, -0.012663193978369236], [-0.011875291354954243, -0.0085640549659729, -5.280832192511298e-05, -0.0005117537220939994, -0.0006827168981544673, -3.302042750874534e-05, -0.00010132275929208845, -5.2569914259947836e-05, -3.981510963058099e-05, -0.00036066226311959326, -0.012663193978369236], [-0.011875291354954243, -0.0085640549659729, -5.280832192511298e-05, -0.0005117537220939994, -0.0006827168981544673, -3.302042750874534e-05, -0.00010132275929208845, -5.2569914259947836e-05, -3.981510963058099e-05, -0.00036066226311959326, -0.012663193978369236], [-0.011875291354954243, -0.0085640549659729, -5.280832192511298e-05, -0.0005117537220939994, -0.0006827168981544673, -3.302042750874534e-05, -0.00010132275929208845, -5.2569914259947836e-05, -3.981510963058099e-05, -0.00036066226311959326, -0.012663193978369236], [-0.011875291354954243, -0.0085640549659729, -5.280832192511298e-05, -0.0005117537220939994, -0.0006827168981544673, -3.302042750874534e-05, -0.00010132275929208845, -5.2569914259947836e-05, -3.981510963058099e-05, -0.00036066226311959326, -0.012663193978369236]]",click[B09H3ND94G]
103,i am looking for a 32gb 1tb ssd pcle nvme m.2 size intel core minis,"['reset', 'search[32gb 1tb ssd pcle nvme m.2 size intel core mini]', 'click[B09H3ND94G]', 'click[16gb 512gb ssd pcle nvme m.2]']","['click[16gb 512gb ssd pcle nvme m.2]', 'click[16gb 512gb ssd pcle nvme m.2]', 'click[32gb 1tb ssd pcle nvme m.2]', 'click[32gb 1tb ssd pcle nvme m.2]', 'click[16gb 512gb ssd pcle nvme m.2]', 'click[32gb 1tb ssd pcle nvme m.2]', 'click[32gb 1tb ssd pcle nvme m.2]', 'click[16gb 512gb ssd pcle nvme m.2]', 'click[16gb 512gb ssd pcle nvme m.2]', 'click[32gb 1tb ssd pcle nvme m.2]']","[[-0.007634628098458052, -0.009820126928389072, -0.6958509087562561, -0.0010764762992039323, -0.007282497361302376, -0.0003355178632773459, -0.00013553177996072918, -3.58813522325363e-05, -2.5033637939486653e-05, -0.00023934361524879932, -0.000846027978695929, -2.825220326485578e-05, -0.0006947487709112465, -8.523101132595912e-05, -0.0003014348621945828, -3.933898824470816e-06, -0.0005144941387698054, -0.0006668727728538215, -0.00016032364510465413, -0.012362519279122353], [-0.007617828901857138, -0.009658747352659702, -0.6961361765861511, -0.001178047270514071, -0.007751740515232086, -0.0003526780928950757, -0.0001380348257953301, -3.790783375734463e-05, -2.610649426060263e-05, -0.00022075122979003936, -0.0008891443139873445, -3.0397906812140718e-05, -0.0006949870148673654, -0.00010847456724150106, -0.0002812943421304226, -3.933898824470816e-06, -0.0005013877525925636, -0.0005914607318118215, -0.00016675988445058465, -0.012379945255815983], [-0.007617828901857138, -0.009658747352659702, -0.6961361765861511, -0.00018070495571009815, -0.0029294455889612436, -0.0007307243067771196, -6.925819616299123e-05, -0.0001802282058633864, -0.0018592467531561852, -2.5510462364763953e-05, -0.0009346407605335116, -8.904537389753386e-05, -0.00031680811662226915, -4.887569048150908e-06, -0.0004800597671419382, -0.0007907600956968963, -9.405170567333698e-05, -0.016646534204483032], [-0.007617828901857138, -0.009658747352659702, -0.6961361765861511, -0.00018070495571009815, -0.0029294455889612436, -0.0007307243067771196, -6.925819616299123e-05, -0.0001802282058633864, -0.0018592467531561852, -2.5510462364763953e-05, -0.0009346407605335116, -8.904537389753386e-05, -0.00031680811662226915, -4.887569048150908e-06, -0.0004800597671419382, -0.0007907600956968963, -9.405170567333698e-05, -0.016646534204483032], [-0.007617828901857138, -0.009658747352659702, -0.6961361765861511, -0.001178047270514071, -0.007751740515232086, -0.0003526780928950757, -0.0001380348257953301, -3.790783375734463e-05, -2.610649426060263e-05, -0.00022075122979003936, -0.0008891443139873445, -3.0397906812140718e-05, -0.0006949870148673654, -0.00010847456724150106, -0.0002812943421304226, -3.933898824470816e-06, -0.0005013877525925636, -0.0005914607318118215, -0.00016675988445058465, -0.012379945255815983], [-0.007617828901857138, -0.009658747352659702, -0.6961361765861511, -0.00018070495571009815, -0.0029294455889612436, -0.0007307243067771196, -6.925819616299123e-05, -0.0001802282058633864, -0.0018592467531561852, -2.5510462364763953e-05, -0.0009346407605335116, -8.904537389753386e-05, -0.00031680811662226915, -4.887569048150908e-06, -0.0004800597671419382, -0.0007907600956968963, -9.405170567333698e-05, -0.016646534204483032], [-0.007617828901857138, -0.009658747352659702, -0.6961361765861511, -0.00018070495571009815, -0.0029294455889612436, -0.0007307243067771196, -6.925819616299123e-05, -0.0001802282058633864, -0.0018592467531561852, -2.5510462364763953e-05, -0.0009346407605335116, -8.904537389753386e-05, -0.00031680811662226915, -4.887569048150908e-06, -0.0004800597671419382, -0.0007907600956968963, -9.405170567333698e-05, -0.016646534204483032], [-0.007617828901857138, -0.009658747352659702, -0.6961361765861511, -0.001178047270514071, -0.007751740515232086, -0.0003526780928950757, -0.0001380348257953301, -3.790783375734463e-05, -2.610649426060263e-05, -0.00022075122979003936, -0.0008891443139873445, -3.0397906812140718e-05, -0.0006949870148673654, -0.00010847456724150106, -0.0002812943421304226, -3.933898824470816e-06, -0.0005013877525925636, -0.0005914607318118215, -0.00016675988445058465, -0.012379945255815983], [-0.007617828901857138, -0.009658747352659702, -0.6961361765861511, -0.001178047270514071, -0.007751740515232086, -0.0003526780928950757, -0.0001380348257953301, -3.790783375734463e-05, -2.610649426060263e-05, -0.00022075122979003936, -0.0008891443139873445, -3.0397906812140718e-05, -0.0006949870148673654, -0.00010847456724150106, -0.0002812943421304226, -3.933898824470816e-06, -0.0005013877525925636, -0.0005914607318118215, -0.00016675988445058465, -0.012379945255815983], [-0.007617828901857138, -0.009658747352659702, -0.6961361765861511, -0.00018070495571009815, -0.0029294455889612436, -0.0007307243067771196, -6.925819616299123e-05, -0.0001802282058633864, -0.0018592467531561852, -2.5510462364763953e-05, -0.0009346407605335116, -8.904537389753386e-05, -0.00031680811662226915, -4.887569048150908e-06, -0.0004800597671419382, -0.0007907600956968963, -9.405170567333698e-05, -0.016646534204483032]]",click[16gb 512gb ssd pcle nvme m.2]
103,i am looking for a 32gb 1tb ssd pcle nvme m.2 size intel core minis,"['reset', 'search[32gb 1tb ssd pcle nvme m.2 size intel core mini]', 'click[B09H3ND94G]', 'click[16gb 512gb ssd pcle nvme m.2]', 'click[Buy Now]']","['click[Buy Now]', 'click[Buy Now]', 'click[Buy Now]', 'click[Buy Now]', 'click[32gb 1tb ssd pcle nvme m.2]', 'click[32gb 1tb ssd pcle nvme m.2]', 'click[32gb 1tb ssd pcle nvme m.2]', 'click[this 1440p uhd display is a 1440p uhd display.]', 'click[Buy Now]', 'click[Buy Now]']","[[-0.01787400059401989, -0.08575526624917984, -0.33087870478630066, -0.001602675998583436, -0.5561650991439819, -0.06843459606170654], [-0.018955161795020103, -0.08666614443063736, -0.3303767144680023, -0.0016031521372497082, -1.8341586589813232], [-0.018955161795020103, -0.08666614443063736, -0.3303767144680023, -0.0016031521372497082, -0.5841585993766785, -0.068335622549057], [-0.018955161795020103, -0.08666614443063736, -0.3303767144680023, -0.0016031521372497082, -2.0841586589813232], [-0.018955161795020103, -0.08666614443063736, -1.4553767442703247, -0.000783732277341187, -0.001790707348845899, -0.0017841625958681107, -0.0001646144810365513, -0.00035577642847783864, -0.0034020424354821444, -0.00010215714428341016, -0.0008087463211268187, -0.00013350549852475524, -0.0003275334893260151, -3.099393507000059e-05, -0.00038485272671096027, -0.0008672290714457631, -0.0002119316632160917, -0.07241961359977722], [-0.018955161795020103, -0.08666614443063736, -1.4553767442703247, -0.000783732277341187, -0.001790707348845899, -0.0017841625958681107, -0.0001646144810365513, -0.00035577642847783864, -0.0034020424354821444, -0.00010215714428341016, -0.0008087463211268187, -0.00013350549852475524, -0.0003275334893260151, -3.099393507000059e-05, -0.00038485272671096027, -0.0008672290714457631, -0.0002119316632160917, -0.07241961359977722], [-0.018955161795020103, -0.08666614443063736, -1.4553767442703247, -0.000783732277341187, -0.001790707348845899, -0.0017841625958681107, -0.0001646144810365513, -0.00035577642847783864, -0.0034020424354821444, -0.00010215714428341016, -0.0008087463211268187, -0.00013350549852475524, -0.0003275334893260151, -3.099393507000059e-05, -0.00038485272671096027, -0.0008672290714457631, -0.0002119316632160917, -0.07241961359977722], [-0.018955161795020103, -9.211666107177734, -4.4768781661987305, -1.0920772552490234, -5.409623622894287, -1.5338244438171387, -0.16134460270404816, -0.16453519463539124, -5.854239463806152, -0.020299658179283142, -2.4145753383636475, -2.3122427463531494, -1.7656829357147217, -1.1019585132598877, -0.8058823347091675, -1.2839934825897217, -0.2163960039615631, -0.5167571306228638, -0.16305303573608398, -0.6030539274215698, -0.0018436592072248459, -0.3687637746334076, -1.994138240814209, -0.5801700353622437], [-0.018955161795020103, -0.08666614443063736, -0.3303767144680023, -0.0016031521372497082, -0.5841585993766785, -0.068335622549057], [-0.018955161795020103, -0.08666614443063736, -0.3303767144680023, -0.0016031521372497082, -0.5841585993766785, -0.068335622549057]]",click[Buy Now]
,,,,,
104,,['reset'],[],[],
104,"looking for an easy to deliver vintage barbecue sauce needle sleeve white women's halloween t-shirt by tomorrow? forgot to machine wash, and price lower than 40.00 dollars","['reset', ""search[easy to deliver vintage barbecue sauce needle sleeve white women's halloween t-shirt by tomorrow]""]","['reset', ""search[easy to deliver vintage barbecue sauce needle sleeve white women's halloween t-shirt by tomorrow]"", ""search[look for an easy to deliver vintage barbecue sauce needle sleeve white women's Hallowen t-shirt by tomorrow]"", '', ""search[needle sleeve white women's halloween t-shirt ]"", ""search[needle sleeve women's halloween t-shirt vintage barbecue sauce barrel and oak]"", ""think[B010S9DZH8 is a easy to deliver vintage barbecue sauce needle sleeve white women's halloween t-shirt by tomorrow. I can check B010S9DZH8 first.]"", 'search[halloween t shirt white women needle sleeve by tomorrow vintage barbecue sauce price 40]', '', 'think[B078GWRC1J and B078GTKVXY are bright citrus deodorant less then 50 dollars. I can check B078GWRC1J first.]']","[[-2.8136744499206543, -0.11540163308382034], [-0.3046497404575348, -0.6608042120933533, -2.3284311294555664, -0.022607801482081413, -0.003585697151720524, -0.016642078757286072, -0.0022922686766833067, -0.0002892790944315493, -0.004836526699364185, -0.003214194905012846, -0.025287412106990814, -0.010162986814975739, -0.05069848522543907, -0.004081135615706444, -0.0002613918040879071, -0.00713929021731019, -0.005833386909216642, -0.13011954724788666, -0.003235464682802558, -1.4302260875701904], [-0.3046497404575348, -0.6608042120933533, -4.203431129455566, -0.28913596272468567, -0.2551780343055725, -0.004660577047616243, -0.005648958962410688, -0.004023552872240543, -0.015225264243781567, -0.0016564709367230535, -0.00033623288618400693, -0.005248695611953735, -0.0025449765380471945, -0.012952245771884918, -0.006858971901237965, -0.04647989943623543, -9.629997253417969, -0.845828652381897, -0.30230650305747986, -0.3458670377731323, -0.05365472286939621, -0.1051785871386528, -0.06122390925884247, -2.1470236778259277], [-2.679649829864502], [-0.3046497404575348, -0.6608042120933533, -1.203431248664856, -0.02256479673087597, -0.32898199558258057, -0.11613988131284714, -0.06790199130773544, -0.019485602155327797, -0.00014649749209638685, -0.033074814826250076, -0.007253620773553848, -5.375885009765625], [-0.3046497404575348, -0.6608042120933533, -1.203431248664856, -0.02256479673087597, -2.578981876373291, -0.24801459908485413, -0.1437956988811493, -0.0003953390696551651, -0.0888788104057312, -0.02650989592075348, -2.1743273735046387, -0.015901539474725723, -0.006277486216276884, -9.022568702697754, -0.2630247175693512, -0.01853187195956707, -1.049489974975586], [-2.929649829864502, -2.6193056106567383, -0.04011732339859009, -2.0750436782836914, -3.9369444847106934, -4.274633407592773, -2.7557945251464844, -4.376321792602539, -7.015057563781738, -1.741847038269043, -0.30906420946121216, -0.9219016432762146, -1.513841152191162, -0.003168208058923483, -0.002439501229673624, -0.02618258260190487, -0.00144710682798177, -0.00018726025882642716, -0.004786343313753605, -0.0019502682844176888, -0.024499161168932915, -0.006809481419622898, -0.005471373908221722, -0.006925506982952356, -0.00018654513405635953, -0.0040699755772948265, -0.005597038194537163, -0.0845935046672821, -0.004625692032277584, -0.26644933223724365, -0.12835900485515594, -0.07168509066104889, -0.07564880698919296, -0.04198857396841049, -0.00610534381121397, -0.002249093959107995, -0.0005411829333752394, -0.0004316828562878072, -0.00010978573118336499, -0.000254241080256179, -6.0794889577664435e-05, -0.0003051292151212692, -0.023592934012413025, -0.06938395649194717, -0.025654174387454987], [-0.3046497404575348, -4.473304271697998, -0.010754719376564026, -0.29721230268478394, -2.9581644535064697, -2.8943734169006348, -0.8002821207046509, -1.2365084886550903, -0.07414156198501587, -2.825152635574341, -0.03140931949019432, -1.938337802886963, -0.050385456532239914, -0.025632215663790703, -1.3207783699035645, -4.879045009613037, -0.15152773261070251, -0.0022047278471291065, -4.015480995178223, -0.6463810205459595], [-2.679649829864502], [-2.929649829864502, -2.6193056106567383, -0.04011732339859009, -0.7000435590744019, -1.793933629989624, -0.37096861004829407, -0.0007043979712761939, -0.0021773697808384895, -0.00298269372433424, -1.5937137603759766, -0.005706803873181343, -0.0004326361231505871, -0.008038194850087166, -0.0031670196913182735, -0.000954649003688246, -0.0002531684876885265, -0.0001599660754436627, -0.014240195043385029, -0.13127145171165466, -0.007269479334354401, -0.003679055953398347, -0.0007862337515689433, -0.00035148640745319426, -0.03581869229674339, -0.43295830488204956, -0.0023071356117725372, -0.003990426659584045, -0.0002051381452474743, -0.002466019708663225, -0.011448521167039871, -0.016811830922961235, -0.010476945899426937, -0.0554141066968441, -0.013217685744166374, -0.0002864189154934138, -0.0013040142366662621, -0.0015862513100728393, -0.00724628334864974, -3.099393507000059e-05, -0.00021455370006151497, -0.0006523388437926769, -0.020068105310201645, -4.300210952758789]]",search[barbecue]
104,"looking for an easy to deliver vintage barbecue sauce needle sleeve white women's halloween t-shirt by tomorrow? forgot to machine wash, and price lower than 40.00 dollars","['reset', ""search[easy to deliver vintage barbecue sauce needle sleeve white women's halloween t-shirt by tomorrow]"", 'click[B08CJ2BW1G]']","['click[B08CJ2BW1G]', 'click[B08CJ2BW1G]', 'click[B08CJ2BW1G]', 'click[B08CJ2BW1G]', 'click[B08CJ2BW1G]', 'click[B08CJ2BW1G]', 'click[B08CJ2BW1G]', 'click[B08CJ2BW1G]', 'click[B08CJ2BW1G]', 'click[B08CJ2BW1G]']","[[-0.010519294999539852, -0.01049994956701994, -7.045020902296528e-05, -0.0010590903693810105, -0.00018952481332235038, -3.1709168979432434e-05, -4.792098479811102e-05, -0.00021753329201601446, -6.460934673668817e-05, -0.00023815179883968085, -0.010478361509740353], [-0.010519294999539852, -0.01049994956701994, -7.045020902296528e-05, -0.0010590903693810105, -0.00018952481332235038, -3.1709168979432434e-05, -4.792098479811102e-05, -0.00021753329201601446, -6.460934673668817e-05, -0.00023815179883968085, -0.010478361509740353], [-0.010519294999539852, -0.01049994956701994, -7.045020902296528e-05, -0.0010590903693810105, -0.00018952481332235038, -3.1709168979432434e-05, -4.792098479811102e-05, -0.00021753329201601446, -6.460934673668817e-05, -0.00023815179883968085, -0.010478361509740353], [-0.010519294999539852, -0.01049994956701994, -7.045020902296528e-05, -0.0010590903693810105, -0.00018952481332235038, -3.1709168979432434e-05, -4.792098479811102e-05, -0.00021753329201601446, -6.460934673668817e-05, -0.00023815179883968085, -0.010478361509740353], [-0.010519294999539852, -0.01049994956701994, -7.045020902296528e-05, -0.0010590903693810105, -0.00018952481332235038, -3.1709168979432434e-05, -4.792098479811102e-05, -0.00021753329201601446, -6.460934673668817e-05, -0.00023815179883968085, -0.010478361509740353], [-0.010519294999539852, -0.01049994956701994, -7.045020902296528e-05, -0.0010590903693810105, -0.00018952481332235038, -3.1709168979432434e-05, -4.792098479811102e-05, -0.00021753329201601446, -6.460934673668817e-05, -0.00023815179883968085, -0.010478361509740353], [-0.010519294999539852, -0.01049994956701994, -7.045020902296528e-05, -0.0010590903693810105, -0.00018952481332235038, -3.1709168979432434e-05, -4.792098479811102e-05, -0.00021753329201601446, -6.460934673668817e-05, -0.00023815179883968085, -0.010478361509740353], [-0.010519294999539852, -0.01049994956701994, -7.045020902296528e-05, -0.0010590903693810105, -0.00018952481332235038, -3.1709168979432434e-05, -4.792098479811102e-05, -0.00021753329201601446, -6.460934673668817e-05, -0.00023815179883968085, -0.010478361509740353], [-0.010519294999539852, -0.01049994956701994, -7.045020902296528e-05, -0.0010590903693810105, -0.00018952481332235038, -3.1709168979432434e-05, -4.792098479811102e-05, -0.00021753329201601446, -6.460934673668817e-05, -0.00023815179883968085, -0.010478361509740353], [-0.010519294999539852, -0.01049994956701994, -7.045020902296528e-05, -0.0010590903693810105, -0.00018952481332235038, -3.1709168979432434e-05, -4.792098479811102e-05, -0.00021753329201601446, -6.460934673668817e-05, -0.00023815179883968085, -0.010478361509740353]]",click[Back to Search] 
104,"looking for an easy to deliver vintage barbecue sauce needle sleeve white women's halloween t-shirt by tomorrow? forgot to machine wash, and price lower than 40.00 dollars","['reset', ""search[easy to deliver vintage barbecue sauce needle sleeve white women's halloween t-shirt by tomorrow]"", 'click[B08CJ2BW1G]', 'click[black]']","['click[black]', 'click[black]', 'click[black]', 'click[black]', 'click[white]', 'click[black]', 'click[black]', 'click[black]', 'click[white]', 'click[black]']","[[-0.017010854557156563, -0.08217314630746841, -0.39836400747299194, -0.01729009859263897], [-0.017010854557156563, -0.08217314630746841, -0.39836400747299194, -0.01729009859263897], [-0.017010854557156563, -0.08217314630746841, -0.39836400747299194, -0.01729009859263897], [-0.017010854557156563, -0.08217314630746841, -0.39836400747299194, -0.01729009859263897], [-0.017010854557156563, -0.08217314630746841, -1.2733640670776367, -0.02126419171690941], [-0.017010854557156563, -0.08217314630746841, -0.39836400747299194, -0.01729009859263897], [-0.017010854557156563, -0.08217314630746841, -0.39836400747299194, -0.01729009859263897], [-0.017010854557156563, -0.08217314630746841, -0.39836400747299194, -0.01729009859263897], [-0.017010854557156563, -0.08217314630746841, -1.2733640670776367, -0.02126419171690941], [-0.017010854557156563, -0.08217314630746841, -0.39836400747299194, -0.01729009859263897]]",click[Back to Search] 
104,"looking for an easy to deliver vintage barbecue sauce needle sleeve white women's halloween t-shirt by tomorrow? forgot to machine wash, and price lower than 40.00 dollars","['reset', ""search[easy to deliver vintage barbecue sauce needle sleeve white women's halloween t-shirt by tomorrow]"", 'click[B08CJ2BW1G]', 'click[black]', 'click[white]']","['click[white]', 'click[white]', 'click[x-large]', 'click[white]', 'click[small]', 'click[size][x-large]', 'click[white]', 'click[Women]', 'click[white]', 'click[white]']","[[-0.01521164458245039, -0.24166123569011688, -0.6809503436088562, -0.032952673733234406], [-0.014973626472055912, -0.250219464302063, -0.6870490312576294, -0.03563879430294037], [-0.014973626472055912, -3.1252193450927734, -0.45595383644104004, -0.04921838641166687], [-0.014973626472055912, -0.250219464302063, -0.6870490312576294, -0.03563879430294037], [-0.014973626472055912, -0.250219464302063, -3.06204891204834, -0.03440842032432556], [-0.014973626472055912, -3.3752193450927734, -1.1312992572784424, -1.4613192081451416, -0.6005681753158569, -0.42554569244384766], [-0.014973626472055912, -0.250219464302063, -0.6870490312576294, -0.03563879430294037], [-0.014973626472055912, -0.250219464302063, -3.18704891204834, -0.8808097839355469], [-0.014973626472055912, -0.250219464302063, -0.6870490312576294, -0.03563879430294037], [-0.014973626472055912, -0.250219464302063, -0.6870490312576294, -0.03563879430294037]]",click[Back to Search] 
104,"looking for an easy to deliver vintage barbecue sauce needle sleeve white women's halloween t-shirt by tomorrow? forgot to machine wash, and price lower than 40.00 dollars","['reset', ""search[easy to deliver vintage barbecue sauce needle sleeve white women's halloween t-shirt by tomorrow]"", 'click[B08CJ2BW1G]', 'click[black]', 'click[white]', 'click[Buy Now]']","['click[Buy Now]', 'click[Buy Now]', 'click[Buy Now]', 'click[Buy Now]', 'click[Buy Now]', 'click[medium]', 'click[Buy Now]', 'click[Buy Now]', 'click[fit type Women]', 'click[Yup it is what i looking for.]']","[[-0.016735633835196495, -0.1325838714838028, -0.187508225440979, -0.0006780709372833371, -0.6227777600288391, -0.1010722890496254], [-0.01640557497739792, -0.12277691066265106, -0.16717275977134705, -0.0006803343421779573, -1.7477445602416992], [-0.01640557497739792, -0.12277691066265106, -0.16717275977134705, -0.0006803343421779573, -0.6227445602416992, -0.09942711144685745], [-0.01640557497739792, -0.12277691066265106, -0.16717275977134705, -0.0006803343421779573, -2.872744560241699], [-0.01640557497739792, -0.12277691066265106, -0.16717275977134705, -0.0006803343421779573, -0.6227445602416992, -0.09942711144685745], [-0.01640557497739792, -0.12277691066265106, -5.729672908782959, -0.10131405293941498], [-0.01640557497739792, -0.12277691066265106, -0.16717275977134705, -0.0006803343421779573, -2.872744560241699], [-0.01640557497739792, -0.12277691066265106, -0.16717275977134705, -0.0006803343421779573, -0.6227445602416992, -0.09942711144685745], [-0.01640557497739792, -0.12277691066265106, -5.917172908782959, -0.02324509806931019, -5.642254829406738, -0.45448732376098633], [-0.01640557497739792, -7.622776985168457, -3.188642978668213, -3.8588790893554688, -1.4113214015960693, -2.654615879058838, -1.1181666851043701, -3.3622303009033203, -0.04789860174059868, -4.667906284332275, -0.248879536986351]]",click[Back to Search] 
,,,,,
105,,['reset'],[],[],
105,"i'm looking for black colored high quality hair removal cream it easy to use, and price lower than 30.00 dollars","['reset', 'search[black high quality hair removal cream easy to use price lower than 30.00 dollars]']","['search[black high quality hair removal cream easy to use price lower than 30.00 dollars]', 'search[black colored high quality hair removal cream it easy to use price lower than 30.00 dollars]', 'search[black hair removal cream easy use]', '', 'search[color black quality hair removal cream easy to use price lower than 30 dollars]', 'search[black colored high quality hair removal cream easy to use]', '', 'search[black colored high quality hair removal cream it easy to use  price under 30 dollars]', 'search[black high quality hair removal cream easy to use price under 30 dollars]', 'reset']","[[-0.3370552361011505, -0.10473842173814774, -0.07644260674715042, -1.0077968835830688, -0.007177520543336868, -0.017478249967098236, -0.0050996229983866215, -0.018396588042378426, -0.1922631412744522, -0.02696811780333519, -0.004290660843253136, -0.5416368246078491, -1.0053584575653076, -0.14968495070934296, -0.007451833691447973, -0.00347213470377028, -0.0013397298753261566, -0.2638181746006012, -0.0032322565093636513, -0.024193065240979195, -0.3831246793270111, -5.462690353393555], [-0.3389975428581238, -0.10556942969560623, -0.07187892496585846, -1.386836051940918, -0.07058128714561462, -0.002353756921365857, -0.0034285355359315872, -0.0017774987500160933, -0.006172047927975655, -0.8876194357872009, -0.010212901048362255, -0.0023593467194586992, -0.0028571756556630135, -0.737434446811676, -0.44545111060142517, -0.12621326744556427, -0.00511527806520462, -0.003221681108698249, -0.0009323778795078397, -0.14088590443134308, -0.002228278899565339, -0.004840797744691372, -0.16651050746440887, -0.08592910319566727], [-0.3389975428581238, -0.10556942969560623, -0.07187892496585846, -1.136836051940918, -0.015373187139630318, -0.028811758384108543, -0.24008731544017792, -3.297558069229126, -1.8873018026351929], [-4.8389973640441895], [-0.3389975428581238, -6.043069362640381, -0.46504276990890503, -2.448410987854004, -0.4555482864379883, -0.025281833484768867, -0.07658009231090546, -0.18066680431365967, -0.06867647171020508, -0.006681482773274183, -0.46241721510887146, -1.2082796096801758, -0.1864832639694214, -0.017763689160346985, -0.006045981775969267, -0.003030590945854783, -2.6588404178619385, -0.09220540523529053], [-0.3389975428581238, -0.10556942969560623, -0.07187892496585846, -1.386836051940918, -0.07058128714561462, -0.002353756921365857, -0.0034285355359315872, -0.0017774987500160933, -0.006172047927975655, -0.6376194357872009, -0.012198605574667454, -0.0036908143665641546, -1.3235700130462646], [-2.4639976024627686], [-0.3389975428581238, -0.10556942969560623, -0.07187892496585846, -1.386836051940918, -0.07058128714561462, -0.002353756921365857, -0.0034285355359315872, -0.0017774987500160933, -0.006172047927975655, -0.8876194357872009, -0.010212901048362255, -0.0023593467194586992, -0.0028571756556630135, -4.487434387207031, -0.2812204658985138, -1.373921275138855, -0.010297856293618679, -0.008984732441604137, -0.0016005337238311768, -1.95382559299469, -0.1431334763765335], [-0.3389975428581238, -0.10556942969560623, -0.07187892496585846, -1.011836051940918, -0.0084356889128685, -0.01801813766360283, -0.0048418655060231686, -0.018304944038391113, -0.19471898674964905, -0.02699143998324871, -0.0038561285473406315, -0.6398680806159973, -0.5741570591926575, -0.006502777803689241, -0.0035691861994564533, -0.0014184186002239585, -2.02297043800354, -0.07263193279504776], [-2.5889976024627686, -0.13130459189414978]]","search[i'm looking for black colored high quality hair removal cream it easy to use, and price lower than 30.00 dollars]"
